,Survived,Pclass,Name,Sex,Age,Siblings/Spouses Aboard,Parents/Children Aboard,Fare
380,0,3,Miss. Torborg Danira Palsson,female,8.0,3,1,21.075
381,1,2,Mrs. Frederick Charles (Jane Richards) Quick,female,33.0,0,2,26.0
382,1,2,Miss. Simonne Marie Anne Andree Laroche,female,3.0,1,2,41.5792
383,0,3,Mr. Houssein G N Hassan,male,11.0,0,0,18.7875
384,1,3,Miss. Velin Ohman,female,22.0,0,0,7.775
385,1,1,Mrs. Emil (Tillie Mandelbaum) Taussig,female,39.0,1,1,79.65
386,0,3,Mr. Gustaf Joel Johansson,male,33.0,0,0,8.6542
387,0,3,Mr. James Flynn,male,28.0,0,0,7.75
388,1,2,Miss. Phyllis May Quick,female,2.0,1,1,26.0
389,0,3,Mr. Ernest Portage Tomlin,male,30.5,0,0,8.05
390,0,2,Rev. Thomas Roussel Davids Byles,male,42.0,0,0,13.0
391,0,3,Mr. Alexander Radeff,male,27.0,0,0,7.8958
392,0,3,Mr. Neal McNamee,male,24.0,1,0,16.1
393,1,2,Miss. Nora A Keane,female,46.0,0,0,12.35
394,0,2,Mr. Charles Frederick Waddington Sedgwick,male,25.0,0,0,13.0
395,1,2,Mrs. Benjamin (Esther Ada Bloomfield) Hart,female,45.0,1,1,26.25
396,1,2,Mrs. William H (Jessie L) Trout,female,28.0,0,0,12.65
397,1,3,Miss. Marguerite Rut Sandstrom,female,4.0,1,1,16.7
398,0,3,Mr. David John Barton,male,22.0,0,0,8.05
399,0,2,Mr. Albert Mallet,male,31.0,1,1,37.0042
400,1,2,Mrs. Florence Kelly,female,45.0,0,0,13.5
401,1,1,Miss. Kornelia Theodosia Andrews,female,63.0,1,0,77.9583
402,1,3,Mr. Hanna Mamee,male,18.0,0,0,7.2292
403,0,3,Mr. Ernest James Crease,male,19.0,0,0,8.1583
404,0,3,Mr. Henry Margido Olsen,male,28.0,0,0,22.525
405,0,3,Mr. Bengt Edvin Larsson,male,29.0,0,0,7.775
406,0,1,Mr. Albert A Stewart,male,64.0,0,0,27.7208
407,0,3,Mr. Anders Vilhelm Gustafsson,male,37.0,2,0,7.925
408,0,3,Mr. Richard Cater Nosworthy,male,21.0,0,0,7.8
409,0,3,Mr. Satio Coleff,male,24.0,0,0,7.4958
410,1,3,Mr. Eino William Lindqvist,male,20.0,1,0,7.925
411,0,3,Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,female,28.0,1,1,14.4
412,0,3,Miss. Margit Elizabeth Skoog,female,2.0,3,2,27.9
413,0,1,Mr. Daniel Warner Marvin,male,19.0,1,0,53.1
414,0,3,Mr. Claus Peter Hansen,male,41.0,2,0,14.1083
415,0,2,Mr. Stanley George Hickman,male,21.0,2,0,73.5
416,0,2,Mr. Samuel James Hayden Sobey,male,25.0,0,0,13.0
417,0,3,Miss. (Marion Ogden) Meanwell,female,62.0,0,0,8.05
418,0,3,Mr. Jakob Alfred Johanson,male,34.0,0,0,6.4958
419,1,1,Mrs. Charles Melville (Clara Jennings Gregg) Hays,female,52.0,1,1,93.5
420,1,1,Miss. Elizabeth Margaret Burns,female,41.0,0,0,134.5
421,0,1,Mr. Francis Davis Millet,male,65.0,0,0,26.55
422,0,2,Mr. Stephen Hold,male,44.0,1,0,26.0
423,0,3,Miss. Constance Gladys Sage,female,8.0,8,2,69.55
424,0,3,Mr. Branko Dakic,male,19.0,0,0,10.1708
425,0,2,Mr. Thomas Charles Mudd,male,16.0,0,0,10.5
426,0,1,Mr. Ervin G Lewy,male,30.0,0,0,27.7208
427,0,3,Mr. Jovo Calic,male,17.0,0,0,8.6625
428,1,1,Miss. Marie Grice Young,female,36.0,0,0,135.6333
429,0,3,Mr. William Thomas Beavan,male,19.0,0,0,8.05
430,1,3,Master. Gerios Moubarek,male,7.0,1,1,15.2458
431,1,1,Mrs. Edward Dale (Charlotte Lamson) Appleton,female,53.0,2,0,51.4792
432,1,1,Miss. Rosalie Bidois,female,42.0,0,0,227.525
433,1,1,Miss. Gladys Cherry,female,30.0,0,0,86.5
434,0,2,Mr. Ambrose Jr Hood,male,21.0,0,0,73.5
435,0,2,Mr. John William Gill,male,24.0,0,0,13.0
436,1,1,Mr. George Achilles Harder,male,25.0,1,0,55.4417
437,1,1,Mr. Hugh Woolner,male,46.0,0,0,35.5
438,0,1,Mr. Francisco M Carrau,male,28.0,0,0,47.1
439,0,3,Miss. Robina Maggie Ford,female,9.0,2,2,34.375
440,1,3,Miss. Virginia Ethel Emanuel,female,5.0,0,0,12.475
441,0,3,Mr. William Cahoone Jr Johnson,male,19.0,0,0,0.0
442,0,3,Mr. Simon Maisner,male,34.0,0,0,8.05
443,0,3,Mrs. Viktor (Helena Wilhelmina) Rosblom,female,41.0,0,2,20.2125
444,0,1,Mr. William Fisher Hoyt,male,43.0,0,0,30.6958
445,0,3,Mr. Rahamin Haim Moutal,male,28.0,0,0,8.05
446,1,3,Master. Halim Gonios Moubarek,male,4.0,1,1,15.2458
447,0,3,Mr. Leonard Charles Moore,male,19.0,0,0,8.05
448,1,3,Miss. Anna Peter,female,2.0,1,1,22.3583
449,0,3,Mr. Mansour Hanna,male,23.5,0,0,7.2292
450,0,3,Mr. Jovan Dimic,male,42.0,0,0,8.6625
451,0,3,Master. Eugene Rice,male,2.0,4,1,29.125
452,0,3,Mr. Fared Kassem,male,18.0,0,0,7.2292
453,0,3,Mr. Antoni Yasbeck,male,27.0,1,0,14.4542
454,1,2,Mrs. Samuel (Jane Laver) Herman,female,48.0,1,2,65.0
455,0,3,Mr. Nils August Karlsson,male,22.0,0,0,7.5208
456,0,3,Mr. Ivan Staneff,male,23.0,0,0,7.8958
457,1,2,Miss. Joan Wells,female,4.0,1,1,23.0
458,1,1,Miss. Harriet R Crosby,female,36.0,0,2,71.0
459,1,1,Mr. James Robert McGough,male,36.0,0,0,26.2875
460,0,3,Mr. Johan Birger Gustafsson,male,28.0,2,0,7.925
461,1,1,Mr. Mauritz Hakan Bjornstrom-Steffansson,male,28.0,0,0,26.55
462,1,3,Mr. Nikola Lulic,male,27.0,0,0,8.6625
463,0,3,Mr. Malkolm Joackim Johnson,male,33.0,0,0,7.775
464,0,3,Mr. Andrew G Johnston,male,35.0,1,2,23.45
465,1,2,Mrs. James (Elizabeth Inglis Milne) Watt,female,40.0,0,0,15.75
466,0,3,Mr. Mitto Denkoff,male,30.0,0,0,7.8958
467,1,1,Mr. Elmer Zebley Taylor,male,48.0,1,0,52.0
468,1,3,Miss. Erna Alexandra Andersson,female,17.0,4,2,7.925
469,1,1,Miss. Gretchen Fiske Longley,female,21.0,0,0,77.9583
470,0,3,Master. Gosta Leonard Palsson,male,2.0,3,1,21.075
471,1,3,Mr. Nassef Cassem Albimona,male,26.0,0,0,18.7875
472,0,3,Mr. Apostolos Chronopoulos,male,26.0,1,0,14.4542
473,0,2,Miss. Henriette Yrois,female,24.0,0,0,13.0
474,1,1,Mr. Harry Anderson,male,48.0,0,0,26.55
475,1,1,Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden,female,40.0,1,1,134.5
476,0,3,Mr. Henry Jr Sutehall,male,25.0,0,0,7.05
477,1,3,Mr. Edward Arthur Dorking,male,19.0,0,0,8.05
478,0,3,Miss. Ida Sofia Strandberg,female,22.0,0,0,9.8375
479,1,2,Mrs. (Rosa) Pinsky,female,32.0,0,0,13.0
480,1,2,Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown,female,40.0,1,1,39.0
481,0,3,Mr. John Bourke,male,40.0,1,1,15.5
482,1,1,Mr. Edwin Nelson Jr Kimball,male,42.0,1,0,52.5542
483,0,3,Miss. Marija Cacic,female,30.0,0,0,8.6625
484,0,3,Mr. Jose Neto Jardin,male,21.0,0,0,7.05
485,0,3,Mr. Henry Damsgaard Hansen,male,21.0,0,0,7.8542
486,1,1,Miss. Amelia Bissette,female,35.0,0,0,135.6333
487,0,2,Mr. Martin Ponesell,male,34.0,0,0,13.0
488,1,3,Miss. Helene Barbara Baclini,female,0.75,2,1,19.2583
489,0,3,Master. Henry Forbes Lefebre,male,5.0,3,1,25.4667
490,0,3,Mr. Frank Duane,male,65.0,0,0,7.75
491,1,2,Mrs. (Karolina) Bystrom,female,42.0,0,0,13.0
492,1,2,Miss. Lyyli Karoliina Silven,female,18.0,0,2,13.0
493,0,1,Mr. Frans Olof Carlsson,male,33.0,0,0,5.0
494,0,3,Mr. Kristo Laleff,male,23.0,0,0,7.8958
495,1,2,Mrs. Lizzie (Elizabeth Anne Wilkinson) Faunthorpe,female,29.0,1,0,26.0
496,0,3,Mr. Josef Arnold-Franchi,male,25.0,1,0,17.8
497,0,3,Mr. Francis William Somerton,male,30.0,0,0,8.05
498,1,1,Mrs. Henry Sleeper (Myna Haxtun) Harper,female,49.0,1,0,76.7292
499,0,3,Mr. Henrik Juul Hansen,male,26.0,1,0,7.8542
500,1,3,Miss. Anna Katherine Kelly,female,20.0,0,0,7.75
501,0,3,Mr. Vasil Plotcharsky,male,27.0,0,0,7.8958
502,1,3,Mrs. Fatima Masselmani,female,22.0,0,0,7.225
503,0,3,Mr. Martin McMahon,male,19.0,0,0,7.75
504,0,3,Mr. Hanna Boulos,male,18.0,0,0,7.225
505,0,3,Mr. Juho Tikkanen,male,32.0,0,0,7.925
506,0,2,Mr. Reginald Charles Coleridge,male,29.0,0,0,10.5
507,0,3,Master. Harold Victor Goodwin,male,9.0,5,2,46.9
508,1,3,Mr. Juho Stranden,male,31.0,0,0,7.925
509,0,3,Mr. Patrick Dooley,male,32.0,0,0,7.75
510,1,3,Mrs. Mara Osman,female,31.0,0,0,8.6833
511,0,3,Mr. Jaako Arnold Panula,male,14.0,4,1,39.6875
512,1,3,Mr. Eiriik Jussila,male,32.0,0,0,7.925
513,1,3,Master. Frank John William Goldsmith,male,9.0,0,2,20.525
514,0,2,Mr. Walter Harris,male,30.0,0,0,10.5
515,0,3,Mr. Joseph Peduzzi,male,24.0,0,0,8.05
516,1,2,Miss. Eva Miriam Hart,female,7.0,0,2,26.25
517,0,1,Mr. George B Goldschmidt,male,71.0,0,0,34.6542
518,1,3,Mr. Eugene Patrick Daly,male,29.0,0,0,7.75
519,0,2,Mr. Frederick James Banfield,male,28.0,0,0,10.5
520,0,3,Mr. Farred Chehab Emir,male,26.0,0,0,7.225
521,1,1,Mrs. William Augustus (Marie Eugenie) Spencer,female,48.0,1,0,146.5208
522,0,3,Mr. Matti Alexanteri Maenpaa,male,22.0,0,0,7.125
523,1,2,Mr. Julian Padro y Manent,male,27.0,0,0,13.8625
524,0,3,Mr. Dibo Elias,male,29.0,0,0,7.225
525,0,2,Mrs. William John Robert (Dorothy Ann Wonnacott) Turpin,female,27.0,1,0,21.0
526,1,3,Mrs. (Mantoura Boulos) Moussa,female,35.0,0,0,7.2292
527,1,3,Mr. Gurshon Cohen,male,18.0,0,0,8.05
528,1,3,Miss. Helen Carr,female,16.0,0,0,7.75
529,0,2,Mr. Joseph Philippe Lemercier Laroche,male,25.0,1,2,41.5792
530,0,1,Mr. George Quincy Clifford,male,40.0,0,0,52.0
531,0,1,Miss. Helen Loraine Allison,female,2.0,1,2,151.55
532,1,3,Master. Eden Leslie Coutts,male,9.0,1,1,15.9
533,1,1,Mr. Walter James Hawksford,male,45.0,0,0,30.0
534,0,3,Miss. Pieta Sofia Ilmakangas,female,25.0,1,0,7.925
535,0,3,Mr. Petar Calic,male,17.0,0,0,8.6625
536,0,3,Mr. Ilia Stoytcheff,male,19.0,0,0,7.8958
537,0,3,Mr. Petco Slabenoff,male,42.0,0,0,7.8958
538,1,1,Miss. Sara Rebecca Compton,female,39.0,1,1,83.1583
539,0,3,Mr. Niels Peder Jensen,male,48.0,0,0,7.8542
540,1,3,Master. Meier Moor,male,6.0,0,1,12.475
541,1,1,Mrs. Richard Leonard (Sallie Monypeny) Beckwith,female,47.0,1,1,52.5542
542,1,2,Mrs. Edward (Ethel Clarke) Beane,female,19.0,1,0,26.0
543,1,1,Mr. Karl Howell Behr,male,26.0,0,0,30.0
544,0,3,Mr. Sigurd Hansen Moen,male,25.0,0,0,7.65
545,1,3,Miss. Helmina Josefina Nilsson,female,26.0,0,0,7.8542
546,0,1,Mr. Ramon Artagaveytia,male,71.0,0,0,49.5042
547,0,3,Mr. Stjepan Turcin,male,36.0,0,0,7.8958
548,0,3,Mr. Joseph Jr Elias,male,17.0,1,1,7.2292
549,0,3,Mr. David Charters,male,21.0,0,0,7.7333
550,0,2,Mr. Emile Richard,male,23.0,0,0,15.0458
551,1,3,Miss. Anna McGowan,female,15.0,0,0,8.0292
552,0,3,Mr. William Henry Allen,male,35.0,0,0,8.05
553,1,2,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,female,22.0,1,2,41.5792
554,0,2,Mr. Lewis Hickman,male,32.0,2,0,73.5
555,1,3,Miss. Carla Christine Nielsine Andersen-Jensen,female,19.0,1,0,7.8542
556,1,3,Mr. Oskar Arvid Hedman,male,27.0,0,0,6.975
557,0,2,Mr. Robert Douglas Norman,male,28.0,0,0,13.5
558,1,3,Miss. Anna Sofia Sjoblom,female,18.0,0,0,7.4958
559,0,3,Mr. Andrew Keane,male,20.0,0,0,7.75
560,1,3,Master. Harold Theodor Johnson,male,4.0,1,1,11.1333
561,1,3,Mr. Bernt Johannesen-Bratthammer,male,29.0,0,0,8.1125
562,0,3,Mr. Raihed Razi,male,30.0,0,0,7.2292
563,1,2,Master. George Sibley Richards,male,0.83,1,1,18.75
564,1,3,Mrs. (Beila) Moor,female,27.0,0,1,12.475
565,0,1,Mr. William Baird Silvey,male,50.0,1,0,55.9
566,0,3,Mr. Johannes Joseph Vande Velde,male,33.0,0,0,9.5
567,0,3,Mr. Bertram Frank Dean,male,26.0,1,2,20.575
568,1,3,Miss. Hanora Healy,female,33.0,0,0,7.75
569,0,1,Mr. Benjamin Laventall Foreman,male,30.0,0,0,27.75
570,0,3,Mr. Lionel Leonard,male,36.0,0,0,0.0
571,0,3,Miss. Mabel Skoog,female,9.0,3,2,27.9
572,0,3,Mr. Michael Connaghton,male,31.0,0,0,7.75
573,1,1,Miss. Anna Ward,female,35.0,0,0,512.3292
574,0,3,Mr. August Viktor Larsson,male,29.0,0,0,9.4833
575,0,3,Mr. Youssef Samaan,male,16.0,2,0,21.6792
576,1,1,Mrs. Edward Scott (Elisabeth Walton McMillan) Robert,female,43.0,0,1,211.3375
577,0,3,Mr. Leo Peter Vanden Steen,male,28.0,0,0,9.5
578,1,3,Mr. Johan Julian Sundman,male,44.0,0,0,7.925
579,0,3,Mr. Gerious Youseff,male,45.5,0,0,7.225
580,0,2,Mr. Sinai Kantor,male,34.0,1,0,26.0
581,0,1,Mr. Thomas Clinton Pears,male,29.0,1,0,66.6
582,0,3,Mr. William Alfred Brocklebank,male,35.0,0,0,8.05
583,0,3,Mr. Rene Aime Lievens,male,24.0,0,0,9.5
584,0,3,Mr. Adola Asim,male,35.0,0,0,7.05
585,0,3,Miss. Nourelain Boulos,female,9.0,1,1,15.2458
586,1,1,Mr. Frederic Kimber Seward,male,34.0,0,0,26.55
587,0,1,Mr. Herman Klaber,male,41.0,0,0,26.55
588,0,3,Miss. Hulda Amanda Adolfina Vestrom,female,14.0,0,0,7.8542
589,0,2,Mr. Rene Pernot,male,39.0,0,0,15.05
590,0,2,Mr. Richard Otter,male,39.0,0,0,13.0
591,0,1,Mrs. Hudson J C (Bessie Waldo Daniels) Allison,female,25.0,1,2,151.55
592,0,1,Mr. Milton Clyde Long,male,29.0,0,0,30.0
593,0,3,Mr. Pekka Pietari Hakkarainen,male,28.0,1,0,15.85
594,0,1,Mr. Victor de Satode Penasco y Castellana,male,18.0,1,0,108.9
595,0,3,Mrs. William Arthur (Cordelia K Stanlick) Lobb,female,26.0,1,0,16.1
596,0,2,Mr. Stephen Curnow Jenkin,male,32.0,0,0,10.5
597,0,2,Mr. Robert J Knight,male,41.0,0,0,0.0
598,0,3,Mr. Nestor Cyriel Vande Walle,male,28.0,0,0,9.5
599,1,1,Mr. Richard Leonard Beckwith,male,37.0,1,1,52.5542
600,1,3,Mr. Hanna Assi Barah,male,20.0,0,0,7.2292
601,1,1,Mrs. George Dennick (Mary Hitchcock) Wick,female,45.0,1,1,164.8667
602,0,2,Mr. Charles Henry Davies,male,18.0,0,0,73.5
603,1,3,Miss. Bridget O'Driscoll,female,27.0,0,0,7.75
604,0,1,Mr. Stephen Weart Blackwell,male,45.0,0,0,35.5
605,0,3,Mr. Karl Siegwart Andreas Olsen,male,42.0,0,1,8.4042
606,1,1,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo) Penasco y Castellana,female,17.0,1,0,108.9
607,0,2,Mr. Ennis Hastings Watson,male,19.0,0,0,0.0
608,0,3,Mr. Frederick William Shellard,male,55.0,0,0,15.1
609,0,3,Mr. David John Bowen,male,21.0,0,0,16.1
610,0,3,Mr. Lee Ling,male,28.0,0,0,56.4958
611,0,2,Mr. Shadrach Gale,male,34.0,1,0,21.0
612,0,3,Mr. William Henry Saundercock,male,20.0,0,0,8.05
613,0,1,Mr. Victor Giglio,male,24.0,0,0,79.2
614,0,2,Mr. Anthony Wood Frost,male,37.0,0,0,0.0
615,1,2,Mr. Edward Beane,male,32.0,1,0,26.0
616,0,1,Mr. Richard William Smith,male,57.0,0,0,26.0
617,1,1,Mr. Henry Sleeper Harper,male,48.0,1,0,76.7292
618,1,1,Mrs. William Baird (Alice Munger) Silvey,female,39.0,1,0,55.9
619,1,2,Mrs. William (Imanita Parrish Hall) Shelley,female,25.0,0,1,26.0
620,1,1,Mr. Algernon Henry Wilson Barkworth,male,80.0,0,0,30.0
